actionNumber;clock;timeActual;period;periodType;actionType;subType;qualifiers;personId;x;y;possession;scoreHome;scoreAway;edited;orderNumber;xLegacy;yLegacy;isFieldGoal;side;description;personIdsFilter;teamId;teamTricode;descriptor;jumpBallRecoveredName;jumpBallWonPlayerName;jumpBallWonPersonId;jumpBallLostPlayerName;jumpBallLostPersonId;officialId;turnoverTotal;playerName;playerNameI;foulPersonalTotal;foulTechnicalTotal;foulDrawnPlayerName;foulDrawnPersonId;shotResult;pointsTotal;shotDistance;assistPlayerNameInitial;assistPersonId;assistTotal;shotActionNumber;reboundTotal;reboundDefensiveTotal;reboundOffensiveTotal;blockPlayerName;blockPersonId;jumpBallRecoverdPersonId;stealPlayerName;stealPersonId;gameId;value;YEAR;isTargetScoreLastPeriod;area;areaDetail;shortFormattedClock;jerseyNumber
150;PT01M50.00S;2020-12-23T00:30:34.500Z;1;REGULAR;2pt;Hook;pointsinthepaint, fromturnover;203.952;15;47;1.610.612.744;36;17;2020-12-23T00:30:42Z;1,430,000;17;84;1;left;MISS A. Wiggins 8' turnaround Hook;203952;1.610.612.744;GSW;turnaround;;;;;;;;Wiggins;A. Wiggins;;;;;Missed;;8,58;;;;;;;;;;;;;22.000.001;;2020;;;;;
151;PT01M49.00S;2020-12-23T00:30:35.500Z;1;REGULAR;rebound;offensive;team;0;null;null;1.610.612.744;36;17;2020-12-23T00:30:42Z;1,440,000;;;0;;TEAM offensive REBOUND;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;150;;;;;;;;;22.000.001;;2020;;;;;
152;PT01M37.00S;2020-12-23T00:31:03.100Z;1;REGULAR;2pt;Jump Shot;pointsinthepaint, fromturnover, 2ndchance;201.939;8;50;1.610.612.744;36;17;2020-12-23T00:31:17Z;1,450,000;1;26;1;left;MISS S. Curry driving floating bank Shot;201939;1.610.612.744;GSW;driving floating bank;;;;;;;;Curry;S. Curry;;;;;Missed;;2,61;;;;;;;;;;;;;22.000.001;;2020;;;;;
153;PT01M34.00S;2020-12-23T00:31:06.100Z;1;REGULAR;rebound;offensive;;201.939;null;null;1.610.612.744;36;17;2020-12-23T00:40:02Z;1,460,000;;;0;;S. Curry REBOUND (Off:1 Def:0);201939;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;;;;;;;152;1;0;1;;;;;;22.000.001;;2020;;;;;
196;PT01M34.00S;2020-12-23T00:31:10Z;1;REGULAR;2pt;Layup;pointsinthepaint, fromturnover, 2ndchance;201.939;6;47;1.610.612.744;36;17;2020-12-23T00:39:56Z;1,465,000;13;4;1;left;MISS S. Curry tip Layup;201939;1.610.612.744;GSW;tip;;;;;;;;Curry;S. Curry;;;;;Missed;;1,37;;;;;;;;;;;;;22.000.001;;2020;;;;;
197;PT01M32.00S;2020-12-23T00:31:12Z;1;REGULAR;rebound;defensive;;1.628.386;null;null;1.610.612.751;36;17;2020-12-23T00:39:50Z;1,467,500;;;0;;J. Allen REBOUND (Off:0 Def:1);1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;;;;;;;196;1;1;0;;;;;;22.000.001;;2020;;;;;
154;PT01M25.00S;2020-12-23T00:31:17Z;1;REGULAR;foul;personal;2freethrow;201.939;null;null;1.610.612.751;36;17;2020-12-23T00:31:30Z;1,470,000;;;0;;S. Curry shooting personal FOUL (1 PF) (Allen 2 FT);201939, 1628386;1.610.612.744;GSW;shooting;;;;;;202.053;;Curry;S. Curry;1;0;Allen;1.628.386;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
156;PT01M25.00S;2020-12-23T00:31:38.900Z;1;REGULAR;freethrow;1 of 2;;1.628.386;null;null;1.610.612.751;37;17;2020-12-23T00:31:38Z;1,490,000;;;0;;J. Allen Free Throw 1 of 2 (1 PTS);1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;Made;1;;;;;;;;;;;;;;22.000.001;;2020;;;;;
157;PT01M25.00S;2020-12-23T00:31:52.500Z;1;REGULAR;freethrow;2 of 2;;1.628.386;null;null;1.610.612.751;38;17;2020-12-23T00:31:52Z;1,500,000;;;0;;J. Allen Free Throw 2 of 2 (2 PTS);1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;Made;2;;;;;;;;;;;;;;22.000.001;;2020;;;;;
158;PT01M17.00S;2020-12-23T00:32:02.500Z;1;REGULAR;2pt;Layup;pointsinthepaint;1.627.737;8;49;1.610.612.744;38;19;2020-12-23T00:32:13Z;1,510,000;7;20;1;left;M. Chriss cutting Layup (2 PTS) (S. Curry 2 AST);1627737, 201939;1.610.612.744;GSW;cutting;;;;;;;;Chriss;M. Chriss;;;;;Made;2;2,11;S. Curry;201.939;2;;;;;;;;;;22.000.001;;2020;;;;;
160;PT00M59.30S;2020-12-23T00:32:21.200Z;1;REGULAR;2pt;Layup;pointsinthepaint;1.627.747;93;47;1.610.612.751;40;19;2020-12-23T00:32:32Z;1,530,000;-16;15;1;right;C. LeVert driving finger roll Layup (5 PTS);1627747;1.610.612.751;BKN;driving finger roll;;;;;;;;LeVert;C. LeVert;;;;;Made;5;2,14;;;;;;;;;;;;;22.000.001;;2020;;;;;
161;PT00M52.00S;2020-12-23T00:32:30.800Z;1;REGULAR;3pt;Jump Shot;;1.627.737;30;65;1.610.612.744;40;22;2020-12-23T00:32:39Z;1,540,000;-74;234;1;left;M. Chriss 24' 3PT  (5 PTS) (S. Curry 3 AST);1627737, 201939;1.610.612.744;GSW;;;;;;;;;Chriss;M. Chriss;;;;;Made;5;24,5;S. Curry;201.939;3;;;;;;;;;;22.000.001;;2020;;;;;
163;PT00M33.80S;2020-12-23T00:32:51.700Z;1;REGULAR;2pt;Jump Shot;pointsinthepaint;1.627.747;83;56;1.610.612.751;40;22;2020-12-23T00:32:58Z;1,560,000;32;105;1;right;MISS C. LeVert 10' pullup Shot;1627747;1.610.612.751;BKN;pullup;;;;;;;;LeVert;C. LeVert;;;;;Missed;;10,96;;;;;;;;;;;;;22.000.001;;2020;;;;;
164;PT00M28.60S;2020-12-23T00:32:56.900Z;1;REGULAR;rebound;defensive;;1.627.814;null;null;1.610.612.744;40;22;2020-12-23T00:32:58Z;1,570,000;;;0;;D. Lee REBOUND (Off:0 Def:2);1627814;1.610.612.744;GSW;;;;;;;;;Lee;D. Lee;;;;;;;;;;;163;2;2;0;;;;;;22.000.001;;2020;;;;;
165;PT00M23.20S;2020-12-23T00:33:02.100Z;1;REGULAR;3pt;Jump Shot;;201.939;31;35;1.610.612.744;40;25;2020-12-23T00:33:08Z;1,580,000;74;243;1;left;S. Curry 25' 3PT step back (9 PTS);201939;1.610.612.744;GSW;step back;;;;;;;;Curry;S. Curry;;;;;Made;9;25,46;;;;;;;;;;;;;22.000.001;;2020;;;;;
166;PT00M02.20S;2020-12-23T00:33:25.500Z;1;REGULAR;turnover;lost ball;;1.627.747;null;null;1.610.612.751;40;25;2020-12-23T00:33:31Z;1,590,000;;;0;;C. LeVert lost ball TURNOVER (2 TO);1627747, 201939;1.610.612.751;BKN;;;;;;;;2;LeVert;C. LeVert;;;;;;;;;;;;;;;;;;Curry;201.939;22.000.001;;2020;;;;;
167;PT00M02.20S;2020-12-23T00:33:25.500Z;1;REGULAR;steal;;;201.939;null;null;1.610.612.744;40;25;2020-12-23T00:33:27Z;1,600,000;;;0;;S. Curry STEAL (1 STL);201939;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
168;PT00M00.00S;2020-12-23T00:33:29.300Z;1;REGULAR;3pt;Jump Shot;fromturnover;201.939;53;36;1.610.612.744;40;25;2020-12-23T00:34:00Z;1,610,000;68;446;1;left;MISS S. Curry 45' pullup 3PT;201939;1.610.612.744;GSW;pullup;;;;;;;;Curry;S. Curry;;;;;Missed;;45,13;;;;;;;;;;;;;22.000.001;;2020;;;;;
169;PT00M00.00S;2020-12-23T00:33:29.300Z;1;REGULAR;rebound;offensive;team;0;null;null;1.610.612.744;40;25;2020-12-23T00:34:00Z;1,620,000;;;0;;TEAM offensive REBOUND;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;168;;;;;;;;;22.000.001;;2020;;;;;
170;PT00M00.00S;2020-12-23T00:33:39.500Z;1;REGULAR;period;end;;0;null;null;1.610.612.744;40;25;2020-12-23T00:33:39Z;1,630,000;;;0;;Period End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
171;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;out;startperiod;1.627.814;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,640,000;;;0;;SUB out: D. Lee;1627814;1.610.612.744;GSW;;;;;;;;;Lee;D. Lee;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
172;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;out;startperiod;203.145;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,650,000;;;0;;SUB out: K. Bazemore;203145;1.610.612.744;GSW;;;;;;;;;Bazemore;K. Bazemore;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
173;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;out;startperiod;201.939;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,660,000;;;0;;SUB out: S. Curry;201939;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
174;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;in;startperiod;1.629.672;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,670,000;;;0;;SUB in: E. Paschall;1629672;1.610.612.744;GSW;;;;;;;;;Paschall;E. Paschall;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
175;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;in;startperiod;202.954;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,680,000;;;0;;SUB in: B. Wanamaker;202954;1.610.612.744;GSW;;;;;;;;;Wanamaker;B. Wanamaker;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
176;PT12M00.00S;2020-12-23T00:35:14.800Z;2;REGULAR;substitution;in;startperiod;1.629.673;null;null;1.610.612.744;40;25;2020-12-23T00:37:05Z;1,690,000;;;0;;SUB in: J. Poole;1629673;1.610.612.744;GSW;;;;;;;;;Poole;J. Poole;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
177;PT12M00.00S;2020-12-23T00:37:10.100Z;2;REGULAR;period;start;;0;null;null;1.610.612.744;40;25;2020-12-23T00:37:10Z;1,700,000;;;0;;Period Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
178;PT11M40.00S;2020-12-23T00:37:29.600Z;2;REGULAR;3pt;Jump Shot;;1.627.737;9;4;1.610.612.744;40;25;2020-12-23T00:40:20Z;1,710,000;230;29;1;left;MISS M. Chriss 3PT;1627737;1.610.612.744;GSW;;;;;;;;;Chriss;M. Chriss;;;;;Missed;;23,18;;;;;;;;;;;;;22.000.001;;2020;;;;;
179;PT11M35.00S;2020-12-23T00:37:34.600Z;2;REGULAR;rebound;defensive;;1.627.752;null;null;1.610.612.751;40;25;2020-12-23T00:37:42Z;1,720,000;;;0;;T. Prince REBOUND (Off:0 Def:1);1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;;;;;;;178;1;1;0;;;;;;22.000.001;;2020;;;;;
180;PT11M25.00S;2020-12-23T00:37:45.300Z;2;REGULAR;foul;personal;;1.627.737;null;null;1.610.612.751;40;25;2020-12-23T00:38:12Z;1,730,000;;;0;;M. Chriss personal FOUL (1 PF);1627737, 1628386;1.610.612.744;GSW;;;;;;;202.053;;Chriss;M. Chriss;1;0;Allen;1.628.386;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
182;PT11M14.00S;2020-12-23T00:38:18.300Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;1.627.747;83;47;1.610.612.751;42;25;2020-12-23T00:38:26Z;1,750,000;-13;110;1;right;C. LeVert 11' fadeaway Jump Shot (7 PTS);1627747;1.610.612.751;BKN;fadeaway;;;;;;;;LeVert;C. LeVert;;;;;Made;7;11,06;;;;;;;;;;;;;22.000.001;;2020;;;;;
183;PT11M01.00S;2020-12-23T00:38:30.600Z;2;REGULAR;2pt;Layup;pointsinthepaint;203.952;6;50;1.610.612.744;42;25;2020-12-23T00:38:35Z;1,760,000;-2;8;1;left;MISS A. Wiggins Layup - blocked;203952, 1627752;1.610.612.744;GSW;;;;;;;;;Wiggins;A. Wiggins;;;;;Missed;;0,78;;;;;;;;Prince;1.627.752;;;;22.000.001;;2020;;;;;
184;PT11M01.00S;2020-12-23T00:38:30.600Z;2;REGULAR;block;;;1.627.752;null;null;1.610.612.744;42;25;2020-12-23T00:38:33Z;1,770,000;;;0;;T. Prince BLOCK (1 BLK);1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
185;PT10M57.00S;2020-12-23T00:38:34.600Z;2;REGULAR;rebound;defensive;;1.627.747;null;null;1.610.612.751;42;25;2020-12-23T00:38:35Z;1,780,000;;;0;;C. LeVert REBOUND (Off:0 Def:2);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;183;2;2;0;;;;;;22.000.001;;2020;;;;;
186;PT10M55.00S;2020-12-23T00:38:37Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint, fastbreak;1.627.747;84;55;1.610.612.751;42;25;2020-12-23T00:38:51Z;1,790,000;26;94;1;right;MISS C. LeVert 9' turnaround fadeaway Shot;1627747;1.610.612.751;BKN;turnaround fadeaway;;;;;;;;LeVert;C. LeVert;;;;;Missed;;9,73;;;;;;;;;;;;;22.000.001;;2020;;;;;
187;PT10M48.00S;2020-12-23T00:38:44.800Z;2;REGULAR;rebound;defensive;;1.629.673;null;null;1.610.612.744;42;25;2020-12-23T00:38:44Z;1,800,000;;;0;;J. Poole REBOUND (Off:0 Def:1);1629673;1.610.612.744;GSW;;;;;;;;;Poole;J. Poole;;;;;;;;;;;186;1;1;0;;;;;;22.000.001;;2020;;;;;
188;PT10M45.00S;2020-12-23T00:38:47.500Z;2;REGULAR;turnover;bad pass;;203.952;null;null;1.610.612.744;42;25;2020-12-23T00:38:54Z;1,810,000;;;0;;A. Wiggins bad pass TURNOVER (1 TO);203952, 1627747;1.610.612.744;GSW;;;;;;;;1;Wiggins;A. Wiggins;;;;;;;;;;;;;;;;;;LeVert;1.627.747;22.000.001;;2020;;;;;
189;PT10M45.00S;2020-12-23T00:38:47.500Z;2;REGULAR;steal;;;1.627.747;null;null;1.610.612.751;42;25;2020-12-23T00:38:51Z;1,820,000;;;0;;C. LeVert STEAL (1 STL);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
190;PT10M39.00S;2020-12-23T00:38:52.600Z;2;REGULAR;2pt;Layup;fastbreak, pointsinthepaint, fromturnover;201.145;94;51;1.610.612.751;44;25;2020-12-23T00:43:26Z;1,830,000;4;1;1;right;J. Green running finger roll Layup (2 PTS) (C. LeVert 1 AST);201145, 1627747;1.610.612.751;BKN;running finger roll;;;;;;;;Green;J. Green;;;;;Made;2;0,41;C. LeVert;1.627.747;1;;;;;;;;;;22.000.001;;2020;;;;;
192;PT10M21.00S;2020-12-23T00:39:16.300Z;2;REGULAR;foul;personal;2freethrow;1.627.752;null;null;1.610.612.744;44;25;2020-12-23T00:39:25Z;1,850,000;;;0;;T. Prince shooting personal FOUL (1 PF) (Wiggins 2 FT);1627752, 203952;1.610.612.751;BKN;shooting;;;;;;2.534;;Prince;T. Prince;1;0;Wiggins;203.952;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
194;PT10M21.00S;2020-12-23T00:39:41.200Z;2;REGULAR;freethrow;1 of 2;;203.952;null;null;1.610.612.744;44;25;2020-12-23T00:39:41Z;1,870,000;;;0;;MISS A. Wiggins Free Throw 1 of 2;203952;1.610.612.744;GSW;;;;;;;;;Wiggins;A. Wiggins;;;;;Missed;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
195;PT10M21.00S;2020-12-23T00:39:41.200Z;2;REGULAR;rebound;offensive;deadball, team;0;null;null;1.610.612.744;44;25;2020-12-23T00:39:41Z;1,880,000;;;0;;TEAM offensive REBOUND;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;194;;;;;;;;;22.000.001;;2020;;;;;
198;PT10M21.00S;2020-12-23T00:39:56.700Z;2;REGULAR;freethrow;2 of 2;;203.952;null;null;1.610.612.744;44;26;2020-12-23T00:39:56Z;1,890,000;;;0;;A. Wiggins Free Throw 2 of 2 (3 PTS);203952;1.610.612.744;GSW;;;;;;;;;Wiggins;A. Wiggins;;;;;Made;3;;;;;;;;;;;;;;22.000.001;;2020;;;;;
199;PT10M03.00S;2020-12-23T00:40:15Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;1.627.747;89;57;1.610.612.751;44;26;2020-12-23T00:40:22Z;1,900,000;35;48;1;right;MISS C. LeVert driving floating Shot;1627747;1.610.612.751;BKN;driving floating;;;;;;;;LeVert;C. LeVert;;;;;Missed;;5,92;;;;;;;;;;;;;22.000.001;;2020;;;;;
200;PT10M00.00S;2020-12-23T00:40:18Z;2;REGULAR;rebound;defensive;;1.627.737;null;null;1.610.612.744;44;26;2020-12-23T00:40:22Z;1,910,000;;;0;;M. Chriss REBOUND (Off:0 Def:1);1627737;1.610.612.744;GSW;;;;;;;;;Chriss;M. Chriss;;;;;;;;;;;199;1;1;0;;;;;;22.000.001;;2020;;;;;
201;PT09M53.00S;2020-12-23T00:40:25.400Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;1.629.673;17;54;1.610.612.744;44;28;2020-12-23T00:40:31Z;1,920,000;-19;108;1;left;J. Poole 10' pullup Jump Shot (2 PTS);1629673;1.610.612.744;GSW;pullup;;;;;;;;Poole;J. Poole;;;;;Made;2;10,92;;;;;;;;;;;;;22.000.001;;2020;;;;;
202;PT09M43.00S;2020-12-23T00:40:37.800Z;2;REGULAR;turnover;out-of-bounds;;1.629.013;null;null;1.610.612.751;44;28;2020-12-23T00:40:45Z;1,930,000;;;0;;L. Shamet lost ball out-of-bounds TURNOVER (1 TO);1629013;1.610.612.751;BKN;lost ball;;;;;;202.053;1;Shamet;L. Shamet;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
203;PT09M34.00S;2020-12-23T00:40:59.400Z;2;REGULAR;turnover;traveling;;203.952;null;null;1.610.612.744;44;28;2020-12-23T00:41:06Z;1,940,000;;;0;;A. Wiggins traveling TURNOVER (2 TO);203952;1.610.612.744;GSW;;;;;;;202.053;2;Wiggins;A. Wiggins;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
204;PT09M34.00S;2020-12-23T00:41:10.300Z;2;REGULAR;substitution;out;;201.145;null;null;1.610.612.751;44;28;2020-12-23T00:41:13Z;1,950,000;;;0;;SUB out: J. Green;201145;1.610.612.751;BKN;;;;;;;;;Green;J. Green;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
205;PT09M34.00S;2020-12-23T00:41:10.300Z;2;REGULAR;substitution;in;;203.915;null;null;1.610.612.751;44;28;2020-12-23T00:41:13Z;1,960,000;;;0;;SUB in: S. Dinwiddie;203915;1.610.612.751;BKN;;;;;;;;;Dinwiddie;S. Dinwiddie;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
206;PT09M16.00S;2020-12-23T00:41:30.200Z;2;REGULAR;3pt;Jump Shot;fromturnover;1.629.013;74;18;1.610.612.751;44;28;2020-12-23T00:41:35Z;1,970,000;-161;190;1;right;MISS L. Shamet 24' pullup 3PT;1629013;1.610.612.751;BKN;pullup;;;;;;;;Shamet;L. Shamet;;;;;Missed;;24,94;;;;;;;;;;;;;22.000.001;;2020;;;;;
207;PT09M12.00S;2020-12-23T00:41:34.200Z;2;REGULAR;rebound;defensive;;203.952;null;null;1.610.612.744;44;28;2020-12-23T00:41:35Z;1,980,000;;;0;;A. Wiggins REBOUND (Off:0 Def:1);203952;1.610.612.744;GSW;;;;;;;;;Wiggins;A. Wiggins;;;;;;;;;;;206;1;1;0;;;;;;22.000.001;;2020;;;;;
208;PT09M00.00S;2020-12-23T00:41:47Z;2;REGULAR;2pt;Layup;pointsinthepaint;1.627.737;8;52;1.610.612.744;44;28;2020-12-23T00:41:53Z;1,990,000;-10;24;1;left;MISS M. Chriss driving Layup - blocked;1627737, 1628386;1.610.612.744;GSW;driving;;;;;;;;Chriss;M. Chriss;;;;;Missed;;2,57;;;;;;;;Allen;1.628.386;;;;22.000.001;;2020;;;;;
209;PT09M00.00S;2020-12-23T00:41:47Z;2;REGULAR;block;;;1.628.386;null;null;1.610.612.744;44;28;2020-12-23T00:41:51Z;2,000,000;;;0;;J. Allen BLOCK (1 BLK);1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
210;PT09M00.00S;2020-12-23T00:41:47Z;2;REGULAR;rebound;offensive;team;0;null;null;1.610.612.744;44;28;2020-12-23T00:41:53Z;2,010,000;;;0;;TEAM offensive REBOUND;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;208;;;;;;;;;22.000.001;;2020;;;;;
211;PT09M00.00S;2020-12-23T00:41:56.900Z;2;REGULAR;stoppage;out-of-bounds;;0;null;null;1.610.612.744;44;28;2020-12-23T00:41:56Z;2,020,000;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
212;PT08M57.00S;2020-12-23T00:42:02.900Z;2;REGULAR;2pt;Layup;pointsinthepaint, 2ndchance;203.952;5;50;1.610.612.744;44;30;2020-12-23T00:42:09Z;2,030,000;0;-4;1;left;A. Wiggins cutting Layup (5 PTS) (B. Wanamaker 1 AST);203952, 202954;1.610.612.744;GSW;cutting;;;;;;;;Wiggins;A. Wiggins;;;;;Made;5;0,36;B. Wanamaker;202.954;1;;;;;;;;;;22.000.001;;2020;;;;;
214;PT08M41.00S;2020-12-23T00:42:18.200Z;2;REGULAR;3pt;Jump Shot;;1.629.013;79;10;1.610.612.751;44;30;2020-12-23T00:42:25Z;2,050,000;-201;142;1;right;MISS L. Shamet 24' 3PT;1629013;1.610.612.751;BKN;;;;;;;;;Shamet;L. Shamet;;;;;Missed;;24,57;;;;;;;;;;;;;22.000.001;;2020;;;;;
215;PT08M38.00S;2020-12-23T00:42:21.200Z;2;REGULAR;rebound;defensive;;1.627.737;null;null;1.610.612.744;44;30;2020-12-23T00:42:25Z;2,060,000;;;0;;M. Chriss REBOUND (Off:0 Def:2);1627737;1.610.612.744;GSW;;;;;;;;;Chriss;M. Chriss;;;;;;;;;;;214;2;2;0;;;;;;22.000.001;;2020;;;;;
216;PT08M33.00S;2020-12-23T00:42:26.900Z;2;REGULAR;2pt;Layup;pointsinthepaint, fastbreak;1.629.672;6;50;1.610.612.744;44;30;2020-12-23T00:42:37Z;2,070,000;1;6;1;left;MISS E. Paschall running Layup - blocked;1629672, 1628386;1.610.612.744;GSW;running;;;;;;;;Paschall;E. Paschall;;;;;Missed;;0,64;;;;;;;;Allen;1.628.386;;;;22.000.001;;2020;;;;;
217;PT08M33.00S;2020-12-23T00:42:26.900Z;2;REGULAR;block;;;1.628.386;null;null;1.610.612.744;44;30;2020-12-23T00:42:29Z;2,080,000;;;0;;J. Allen BLOCK (2 BLK);1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
218;PT08M29.00S;2020-12-23T00:42:30.900Z;2;REGULAR;rebound;defensive;;203.915;null;null;1.610.612.751;44;30;2020-12-23T00:42:37Z;2,090,000;;;0;;S. Dinwiddie REBOUND (Off:0 Def:2);203915;1.610.612.751;BKN;;;;;;;;;Dinwiddie;S. Dinwiddie;;;;;;;;;;;216;2;2;0;;;;;;22.000.001;;2020;;;;;
219;PT08M25.00S;2020-12-23T00:42:35.100Z;2;REGULAR;3pt;Jump Shot;fastbreak;1.627.747;74;15;1.610.612.751;47;30;2020-12-23T00:42:47Z;2,100,000;-175;189;1;right;C. LeVert 25' 3PT  (10 PTS) (J. Allen 2 AST);1627747, 1628386;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;Made;10;25,74;J. Allen;1.628.386;2;;;;;;;;;;22.000.001;;2020;;;;;
221;PT08M13.00S;2020-12-23T00:42:46.200Z;2;REGULAR;turnover;bad pass;;202.954;null;null;1.610.612.744;47;30;2020-12-23T00:43:00Z;2,120,000;;;0;;B. Wanamaker bad pass TURNOVER (1 TO);202954, 1627752;1.610.612.744;GSW;;;;;;;;1;Wanamaker;B. Wanamaker;;;;;;;;;;;;;;;;;;Prince;1.627.752;22.000.001;;2020;;;;;
222;PT08M13.00S;2020-12-23T00:42:46.200Z;2;REGULAR;steal;;;1.627.752;null;null;1.610.612.751;47;30;2020-12-23T00:42:51Z;2,130,000;;;0;;T. Prince STEAL (1 STL);1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
223;PT08M12.00S;2020-12-23T00:42:57.200Z;2;REGULAR;foul;personal;2freethrow;1.629.673;null;null;1.610.612.751;47;30;2020-12-23T00:43:15Z;2,140,000;;;0;;J. Poole shooting personal FOUL (1 PF) (Prince 2 FT);1629673, 1627752;1.610.612.744;GSW;shooting;;;;;;202.053;;Poole;J. Poole;1;0;Prince;1.627.752;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
225;PT08M12.00S;2020-12-23T00:43:19.100Z;2;REGULAR;freethrow;1 of 2;fromturnover, fastbreak;1.627.752;null;null;1.610.612.751;47;30;2020-12-23T00:43:19Z;2,160,000;;;0;;MISS T. Prince Free Throw 1 of 2;1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;Missed;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
226;PT08M12.00S;2020-12-23T00:43:19.100Z;2;REGULAR;rebound;offensive;deadball, team;0;null;null;1.610.612.751;47;30;2020-12-23T00:43:19Z;2,170,000;;;0;;TEAM offensive REBOUND;;1.610.612.751;BKN;;;;;;;;;;;;;;;;;;;;;225;;;;;;;;;22.000.001;;2020;;;;;
227;PT08M12.00S;2020-12-23T00:43:24.100Z;2;REGULAR;substitution;out;;1.628.386;null;null;1.610.612.751;47;30;2020-12-23T00:43:27Z;2,180,000;;;0;;SUB out: J. Allen;1628386;1.610.612.751;BKN;;;;;;;;;Allen;J. Allen;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
228;PT08M12.00S;2020-12-23T00:43:24.100Z;2;REGULAR;substitution;in;;201.599;null;null;1.610.612.751;47;30;2020-12-23T00:43:27Z;2,190,000;;;0;;SUB in: D. Jordan;201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
229;PT08M12.00S;2020-12-23T00:43:41.300Z;2;REGULAR;freethrow;2 of 2;fromturnover, fastbreak;1.627.752;null;null;1.610.612.751;48;30;2020-12-23T00:43:41Z;2,200,000;;;0;;T. Prince Free Throw 2 of 2 (1 PTS);1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;Made;1;;;;;;;;;;;;;;22.000.001;;2020;;;;;
